brand,name,type,country,ingredients,afterUse
Etude House,Soon Jung Hydro Barrier Cream (New Version),General Moisturizer,South Korea,"[Water,Glycerin,Propanediol,Panthenol,Pentaerythrityl Tetraethylhexanoate,Hydrogenated Polydecene,1,2-Hexanediol,Polymethylsilsesquioxane,Ammonium Acryloyldimethyltaurate/Vp Copolymer,Trehalose,Glyceryl Stearate Citrate,Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer,C14-22 Alcohols,Arachidyl Alcohol,Glyceryl Stearate,Glyceryl Caprylate,Behenyl Alcohol,C12-20 Alkyl Glucoside,Ethylhexylglycerin,Arachidyl Glucoside,Butylene Glycol,Disodium EDTA,Sorbitan Isostearate,Allantoin,Madecassoside,Scutellaria Baicalensis Root Extract,Glucose,Camellia Sinensis Leaf Extract,Tocopherol]","[Reduces Irritation,Scar Healing,Brightening]"
Holika Holika,Aloe Soothing Essence 80% Moist Cream,General Moisturizer,South Korea,"[Water,Glycerin,Cyclopentasiloxane,Butylene Glycol,Methylpropanediol,Dimethicone,1,2-Hexanediol,Dimethicone/Peg-10/15 Crosspolymer,Cyclomethicone,Aloe Barbadensis Leaf Extract,Ectoin,Aloe Barbadensis Leaf Juice,Melissa Officinalis Leaf Extract,Centella Asiatica Extract,Propanediol,Dioscorea Japonica Root Extract,Laminaria Japonica Extract,Portulaca Oleracea Extract,Bis-Peg-18 Methyl Ether Dimethyl Silane,Peg-10 Dimethicone,Cetyl Peg/Ppg-10/1 Dimethicone,Peg-10 Dimethicone Crosspolymer,Dimethicone/Vinyl Dimethicone Crosspolymer,Pentylene Glycol,Dipropylene Glycol,Melia Azadirachta Flower Extract,Melia Azadirachta Leaf Extract,Ocimum Sanctum Leaf Extract,Coccinia Indica Fruit Extract,Curcuma Longa Root Extract,Corallina Officinalis Extract,Aloe Barbadensis Flower Extract,Solanum Melongena Fruit Extract,Citric Acid,Tocopherol,Sodium Citrate,Sodium Benzoate,Sodium Chloride,Ethylhexylglycerin,Parfum]","[Redness Reducing,Reduces Large Pores,Anti-Aging,Scar Healing,Brightening,Drying,Irritating]"
Bioderma,Atoderm Ultra-Soothing Balm,General Moisturizer,France,"[Water,Glycerin,Paraffinum Liquidum,Helianthus Annuus Seed Oil,Behenyl Alcohol,Sucrose Stearate,Canola Oil,Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer,Pentylene Glycol,Beta-Sitosterol,Xylitol,Zinc Gluconate,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,Palmitamide Mea,1,2-Hexanediol,Caprylyl Glycol,Disodium EDTA,Sodium Hydroxide,Rhamnose,Sodium Lauroyl Lactylate,Polysorbate 60,Sorbitan Isostearate,Tocopherol,Phytosphingosine,Ceramide NP,Mannitol,Ethylhexylglycerin,Ceramide AP,Cholesterol,Carbomer,Xanthan Gum,Citric Acid,Ceramide EOP]","[Redness Reducing,Anti-Aging,Scar Healing,Brightening,May Worsen Oily Skin,Irritating]"
Juice Beauty,Green Apple Age Defy Moisturizer,General Moisturizer,United States,"[Aloe Barbadensis Leaf,Pyrus Malus Fiber,Vitis Vinifera,Citrus Limon Peel,Caprylic/Capric Triglyceride,Glyceryl Stearate,Helianthus Annuus Seed,Stearyl Alcohol,Cetyl Alcohol,Glycerin,Isopropyl Myristate,Butyrospermum Parkii Butter,Simmondsia Chinensis Butter,Carthamus Tinctorius Flower,Palmitoyl Tripeptide-5,Borago Officinalis Extract,Squalane,Camellia Sinensis Leaf,Magnesium Ascorbyl Phosphate,Xanthan Gum,Laminaria Ochroleuca Extract,Persea Gratissima Wax,Ubiquinone,Oenothera Biennis Oil,Allantoin,Dimethylaminoethanol Tartrate,Salix Alba Extract,Panthenol,Linum Usitatissimum Seed Oil,Hyaluronic Acid,Lonicera Caprifolium Extract,Saccharum Officinarum Extract,Thioctic Acid,Tocopherol,Caprylyl Glycol,Triethyl Citrate,Citrus Reticulata Fruit,Citrus Aurantium Dulcis Oil,Camphor]","[Good For Oily Skin,Redness Reducing,Reduces Irritation,Skin Texture,Anti-Aging,Dark Spots,Scar Healing,Brightening,Acne Trigger,Irritating,Rosacea,Eczema]"
Youth To The People,Adaptogen Deep Moisture Cream with Ashwagandha + Reishi,General Moisturizer,United States,"[Water,Helianthus Annuus Seed Oil,Ethylhexyl Palmitate,Glyceryl Stearate,Propanediol,Stearic Acid,Rhodiola Rosea Extract,Ocimum Tenuiflorum Extract,Withania Somnifera Extract,Ganoderma Lucidum Extract,Aloe Barbadensis Leaf Juice,Glyceryl Laurate,Squalane,Phenoxyethanol,Simmondsia Chinensis Seed Oil,Pentapeptide-59,Hydrogenated Lecithin,Butyrospermum Parkii Butter,Phenethyl Alcohol,Ethylhexylglycerin,Maltodextrin,Carbomer,Tocopherol,Allantoin,Panthenol,Prunus Amygdalus Dulcis Oil,Borago Officinalis Seed Oil,Caramel,Xanthan Gum]","[Reduces Irritation,Anti-Aging,Scar Healing,Brightening,May Worsen Oily Skin,Acne Trigger,Irritating]"
Ottie,Green Tea Cream,General Moisturizer,South Korea,"[Water,Propylene Glycol,Methyl Benzoate,Paraffinum Liquidum,Microcrystalline Wax,Sorbitol,Cyclopentasiloxane,Cetearyl Alcohol,Cyclohexasiloxane,Betaine,Hyaluronic Acid,Polysorbate 60,Peg-100 Stearate,Glyceryl Stearate,Sorbitan Stearate,Dimethicone,Triethanolamine,Carbomer,Methylparaben,Butylparaben,Parfum,Disodium EDTA,Tea-Canolate,Portulaca Oleracea Extract,Bacillus,Allantoin,Tocopheryl Acetate,Butylene Glycol,Hc Yellow No. 4,Sophora Japonica Extract,Melia Azedarach Fruit Extract,Citrus Grandis Seed Extract,Blue 1 Lake]","[Hydrating,Good For Oily Skin,Skin Texture,Anti-Aging,Scar Healing,Brightening,May Worsen Oily Skin,Acne Trigger,Irritating]"
Versed,Firm Ground Retinol Body Lotion,General Moisturizer,United States,"[Water,Isopentyldiol,Jojoba Esters,Cetyl Alcohol,Cetearyl Alcohol,Stearyl Alcohol,Theobroma Cacao Seed Butter,Retinol,Squalane,Tocopherol,Caprylic/Capric Triglyceride,Xanthan Gum,Cetearyl Glucoside,Hydroxyacetophenone,1,2-Hexanediol,Caprylyl Glycol,Hydrogenated Lecithin,Polyglyceryl-10 Dioleate,Citric Acid,Sodium Gluconate,Glycine Soja Oil,Polyglyceryl-10 Dipalmitate,Phenoxyethanol,Ergothioneine]","[Good For Oily Skin,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,Acne Trigger,Irritating]"
SanRe Organic Skinfood,C-Love Acerola Cherry Vitamin C Cream,General Moisturizer,United States,"[Camellia Seed Oil,Orbignya Oleifera Seed Oil,Carthamus Tinctorius Seed Oil,Hydroxytyrosol,Beeswax,Lactobacillus/Acerola Cherry Ferment,Curcuma Longa Root Powder,Ginkgo Biloba Leaf Extract,Eleutherococcus Senticosus Root Extract,Medicago Sativa Extract,Borago Officinalis Seed Oil,Calendula Officinalis Flower Extract,Citrus Aurantium Leaf Oil,Citrus Aurantium Dulcis Oil]","[Reduces Irritation,May Worsen Oily Skin]"
Kiehl's,Dermatologist Solutions™ Centella Cica Cream,General Moisturizer,United States,"[Water,Ethylhexyl Palmitate,Glycerin,Dipropylene Glycol,Carbomer,Sodium Hydroxide,Caprylyl Glycol,Ethylhexylglycerin,Centella Asiatica Extract,Tocopherol,Citric Acid]","[Redness Reducing,Brightening,Acne Trigger]"
boscia,Tsubaki Swirl,General Moisturizer,United States,"[Water,Cyclopentasiloxane,Glycerin,Pentylene Glycol,Dimethicone,C30-45 Alkyl Cetearyl Dimethicone Crosspolymer,Castor Isostearate Succinate,Propanediol,Polymethylsilsesquioxane,Camellia Japonica Seed Oil,Dimethicone Crosspolymer,Oryza Sativa Bran Extract,Simmondsia Chinensis Seed Oil,Helianthus Annuus Seed Oil,Citrus Sinensis Peel Extract,Palmitoyl Tripeptide-1,Palmitoyl Tetrapeptide-7,Lupinus Albus Seed Extract,Sodium Hyaluronate,Caprylhydroxamic Acid,Caprylyl Glycol,Glyceryl Acrylate/Acrylic Acid Copolymer,Butylene Glycol,Maltooligosyl Glucoside,Neopentyl Glycol Diheptanoate,Carbomer,Disodium EDTA,Sodium Hydroxide,Hydrogenated Starch Hydrolysate,Caprylyl Methicone,Polysilicone-11,Tocopheryl Acetate,Polysorbate 20,Peg/Ppg-18/18 Dimethicone,Perfluorooctyl Triethoxysilane,Ci 77891]",[Brightening]
Zymogen,Dr. K-Natto Lotion,General Moisturizer,Singapore,"[Water,Glycerin,Butylene Glycol,Squalane,Helianthus Annuus Seed Oil,Polyglyceryl-3 Methylglucose Distearate,1,2-Hexanediol,Bacillus,Glyceryl Stearate,Peg-100 Stearate,Lithospermum Officinale Root Extract,Phenoxyethanol,Dimethicone,Bacillus/Glutamic Acid Ferment Filtrate,Portulaca Oleracea Extract,Polyacrylate-13,Ethylhexylglycerin,Xanthan Gum,Tocopheryl Acetate,Sodium Polyglutamate,Butyrospermum Parkii Butter,Polyisobutene,Palmitic Acid,Panthenol,Ceramide NP,Allantoin,Stearic Acid,Scutellaria Baicalensis Root Extract,Polysorbate 20,Sorbitan Isostearate,Beta-Glucan,Asiaticoside,Backhousia Citriodora Leaf Oil,Eucalyptus Radiata Leaf/Stem Oil,Madecassic Acid,Asiatic Acid,Fusanus Spicatus Wood Oil,Limonene,Citral,Farnesol]","[Redness Reducing,Reduces Irritation,Anti-Aging,Scar Healing,Brightening,May Worsen Oily Skin]"
Me+,Ceramide Moisturiser,General Moisturizer,United Kingdom,"[Water,Aluminum Starch Octenylsuccinate,Glycerin,Propylene Glycol,Cetearyl Alcohol,Propanediol,Glyceryl Stearate,Butylene Glycol,Sorbitan Stearate,Dimethicone,Isohexadecane,Sodium Polyacrylate,Phenoxyethanol,Betaine,Caprylyl Glycol,Xanthan Gum,Peg-100 Stearate,Sodium Lauroyl Lactylate,Sodium PCA,Sodium Lactate,Disodium EDTA,Sodium Hyaluronate,Tocopheryl Acetate,Arginine,Aspartic Acid,PCA,Ceramide NP,Glycine,Alanine,Cholesterol,Ceramide AP,Phytosphingosine,Serine,Valine,Carbomer,Ethylhexylglycerin,Isoleucine,Proline,Threonine,Histidine,Phenylalanine,Ceramide EOP]","[Redness Reducing,Anti-Aging,Brightening,Acne Trigger]"
Beekman 1802,Bloom Cream Daily Probiotic Moisturizer,General Moisturizer,United States,"[Water,Coconut Alkanes,Coco-Caprylate,Propanediol,Magnesium Sulfate,Polyglyceryl-4 Diisostearate/Polyhydroxystearate/Sebacate,Caprae Lac,Colostrum,Bifida Ferment Lysate,Lactose,Milk Protein,Aloe Barbadensis Leaf Extract,Honey,Eryngium Alpinum Flower Extract,Cucumis Sativus Fruit Extract,Chamomilla Recutita Flower Extract,Symphytum Officinale Leaf Extract,Helianthus Annuus Seed Oil,Niacinamide,Whey Protein,Gluconolactone,Caprylic/Capric Triglyceride,Coco-Caprylate/Caprate,Polyglyceryl-3 Oleate,Diisostearoyl Polyglyceryl-3 Dimer Dilinoleate,Zinc Stearate,Glycerin,Sodium Benzoate,Calcium Gluconate,Tocopherol,C10-18 Triglycerides,Lecithin]","[Hydrating,Good For Oily Skin,Redness Reducing,Reduces Irritation,Scar Healing,Acne Fighting,Brightening]"
Origins,Original Skin Matte Moisturizer with Willowherb,General Moisturizer,United States,"[Water,Dimethicone,Alcohol Denat.,Glycerin,Silica,Butylene Glycol,Citrus Aurantium Dulcis Peel Oil,Citrus Limon Peel Oil,Pelargonium Graveolens Flower Oil,Lavandula Angustifolia Oil,Amyris Balsamifera Bark Oil,Citrus Aurantium Bergamia Fruit Oil,Eugenia Caryophyllus Leaf Oil,Rosa Damascena Flower Oil,Eucalyptus Globulus Leaf Oil,Zingiber Officinale Root Oil,Mentha Viridis Leaf Oil,Limonene,Linalool,Citronellol,Citral,Geraniol,Eugenol,Dimethicone Crosspolymer,Ammonium Acryloyldimethyltaurate/Vp Copolymer,Pyrus Malus Fruit Extract,Cucumis Sativus Fruit Extract,Epilobium Angustifolium Flower/Leaf/Stem Extract,Cistus Incanus Flower/Leaf/Stem Extract,Sucrose,Bambusa Vulgaris Extract,Pisum Sativum Extract,Castanea Sativa Seed Extract,Albizia Julibrissin Bark Extract,Salicylic Acid,Caffeine,Arginine,Sodium Hyaluronate,Scutellaria Baicalensis Root Extract,Laminaria Saccharina Extract,Laminaria Digitata Extract,Phospholipids,Hydrolyzed Jojoba Esters,Glucosamine Hcl,Lauryl Peg-9 Polydimethylsiloxyethyl Dimethicone,Dimethicone/Vinyl Dimethicone Crosspolymer,Beeswax,Caprylyl Glycol,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,Tocopheryl Acetate,Tromethamine,Silica Silylate,Hexylene Glycol,Sodium Polyacrylate,Disodium EDTA,Phenoxyethanol,Mica,Ci 77891,Ci 77491]","[Good For Oily Skin,Reduces Large Pores,Scar Healing,Acne Fighting,Brightening,Drying,May Worsen Oily Skin,Irritating,Eczema]"
CARE:NEL,Anti-Melasma Cica Cream,General Moisturizer,South Korea,"[Water,Glycerin,Niacinamide,Propanediol,Caprylic/Capric Triglyceride,Caprylyl Methicone,1,2-Hexanediol,Centella Asiatica Extract,Butyrospermum Parkii Butter,Hydrogenated Polydecene,Polyglyceryl-3 Distearate,Cetearyl Alcohol,Palmitic Acid,Stearic Acid,Glyceryl Stearate,Carbomer,Parfum,Tromethamine,Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer,Tranexamic Acid,Glyceryl Stearate Citrate,Polyisobutene,Disodium EDTA,Myristic Acid,Madecassoside,Sorbitan Oleate,Caprylyl/Capryl Glucoside,Ethylhexylglycerin,Citronellol,Farnesol,Geraniol,Linalool]","[Good For Oily Skin,Redness Reducing,Acne Fighting,Brightening,May Worsen Oily Skin,Acne Trigger]"
Hanskin,Soonhan Houttuynia Calming Cream,General Moisturizer,South Korea,"[Water,Ethylhexyl Palmitate,Butylene Glycol,Betaine,1,2-Hexanediol,Houttuynia Cordata Powder,Houttuynia Cordata Extract,Glycerin,Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer,Arginine,Polypropylsilsesquioxane,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,Allantoin,Lauryl Glucoside,Polyglyceryl-6 Laurate,Glyceryl Stearate,Ethylhexylglycerin,Cetearyl Alcohol,Glyceryl Acrylate/Acrylic Acid Copolymer,Myristyl Glucoside,Pvm/Ma Copolymer,Dimethicone/Vinyl Dimethicone Crosspolymer,Sorbitan Isostearate,Melia Azadirachta Leaf Extract,Xanthan Gum,Melia Azadirachta Flower Extract,Parfum,Curcuma Longa Root Extract,Disodium EDTA,Cetearyl Glucoside,Theobroma Cacao Extract,Dextrin,Citric Acid,Ocimum Sanctum Leaf Extract,Corallina Officinalis Extract,Glucose]",[Acne Trigger]
Sachajuan,Fresh Lavender Body Lotion,General Moisturizer,Sweden,"[Water,Stearic Acid,Isopropyl Myristate,Propanediol,Cetyl Alcohol,Urea,Glycol Distearate,Phenoxyethanol,Stearyl Alcohol,Butyrospermum Parkii Butter,Polysorbate 80,Parfum,Dimethicone,Triethanolamine,Peg-40 Hydrogenated Castor Oil,Tocopheryl Acetate,Lactic Acid,Allantoin,Ethylhexylglycerin,Linalool,Xanthan Gum,Coumarin,Citronellol,Alpha-Isomethyl Ionone,Limonene,Geraniol,Beta-Glucan,Benzoic Acid,Citric Acid,Dehydroacetic Acid]","[Reduces Large Pores,Anti-Aging,Brightening,Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea,Eczema]"
Glytone,Soothing Lipid Recovery Cream,General Moisturizer,United States,"[Water,Butylene Glycol,Glyceryl Stearate,Peg-100,Zinc Stearate,Butyrospermum Parkii Butter,Glycerin,Squalane,Disiloxane,Vegetable Oil,Stearic Acid,Cetearyl Alcohol,Batyl Alcohol,Sodium Hyaluronate,Methylparaben,Propylparaben,Ethanolamine,Retinyl Palmitate,BHA]","[Acne Fighting,May Worsen Oily Skin,Acne Trigger]"
Renee Rouleau Skin Care,Phytolipid Comfort Creme,General Moisturizer,United States,"[Water,Helianthus Annuus Seed Oil,Cetearyl Alcohol,Simmondsia Chinensis Seed Oil,Butyrospermum Parkii Butter,Brassica Campestris Sterols,Cyclopentasiloxane,Coco-Glucoside,Glycerin,Phospholipids,Ascorbic Acid,Algae Extract,Sea Whip Extract,Tocopherol,Yeast Beta-Glucan,Ascorbyl Palmitate,Artemisia Vulgaris Extract,Hydrogenated Lecithin,Olea Europaea Oil Unsaponifiables,Phytosteryl Isostearate,Camellia Oleifera Leaf Extract,Rosmarinus Officinalis Leaf Extract,Linoleic Acid,Glycine Soja Sterols,Dimethicone,Lecithin,Peg-8,Butylene Glycol,Polysorbate 80,Phenoxyethanol,Cetearyl Methicone,Pentylene Glycol,Ethylhexylglycerin,Stearyl Glycyrrhetinate,Peg-100 Stearate,Citric Acid,Sodium Benzoate,Isohexadecane,Glyceryl Stearate,Disodium EDTA,Acrylamide/Sodium Acryloyldimethyltaurate Copolymer]","[Hydrating,Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Brightening,Drying,May Worsen Oily Skin,Acne Trigger,Irritating]"
Aestura,Ato Barrier Lotion MD,General Moisturizer,South Korea,"[Water,Butylene Glycol,Glycerin,Squalane,Pentaerythrityl Tetraisostearate,Cyclopentasiloxane,Polyglyceryl-3 Diisostearate,Butylene Glycol Dicaprylate/Dicaprate,Citrus Tangerina Peel Extract,Glyceryl Linolenate,Glyceryl Linoleate,Glyceryl Stearate,Glyceryl Arachidonate,Glyceryl Caprylate,Niacinamide,Orchid Extract,Camellia Sinensis Leaf Extract,Dimethicone,Disodium EDTA,Mannitol,Opuntia Ficus-Indica Extract,Behenyl Alcohol,Borago Officinalis Seed Oil,Cyclohexasiloxane,Sodium Hyaluronate,Stearic Acid,Silica,Ascorbyl Palmitate,Butyl Acrylate,Allantoin,Ethylhexylglycerin,Caprylic/Capric Triglyceride,Cholesterol,Tocopheryl Acetate,Palmitic Acid,Peg-100 Stearate,Phytosphingosine,2-Hydroxyethyl Acrylate,Hydroxypropyl Bislauramide Mea,Hydroxypropyl Bispalmitamide Mea]","[Good For Oily Skin,Redness Reducing,Reduces Irritation,Skin Texture,Anti-Aging,Dark Spots,Acne Fighting,Brightening,May Worsen Oily Skin,Eczema]"
REN Clean Skincare,Ultra Moisture Day Cream,General Moisturizer,United Kingdom,"[Water,Caprylic/Capric Triglyceride,Cetearyl Alcohol,Cetearyl Ethylhexanoate,Glycerin,Butyrospermum Parkii Butter,Camellia Oleifera Seed Oil,Myristyl Myristate,Cetearyl Glucoside,Lauryl Laurate,Triheptanoin,Betaine,Lecithin,Oryzanol,Rosa Canina Fruit Oil,Vaccinium Macrocarpon Seed Oil,Fagus Sylvatica Bud Extract,Carthamus Tinctorius Seed Oil,Carbomer,Parfum,Sodium Hyaluronate,Tocopherol,Pueraria Lobata Symbiosome Extract,Cassia Alata Leaf Extract,Phenoxyethanol,Laminaria Ochroleuca Extract,Rosa Damascena Extract,Sodium Hydroxymethylglycinate,Helianthus Annuus Seed Oil,Rosmarinus Officinalis Leaf Extract,Citronellol,Geraniol,Limonene,Linalool]","[Reduces Irritation,Anti-Aging,Scar Healing,Brightening,Acne Trigger,Irritating]"
Supergoop!,Superscreen Daily Moisturizer Broad Spectrum SPF 40 PA+++,General Moisturizer,United States,"[Butyl Methoxydibenzoylmethane 2.5%,Homosalate 8%,Ethylhexyl Salicylate 5%,Water,Carthamus Tinctorius Oleosomes,Glycerin,C12-15 Alkyl Benzoate,Polyester-7,Ammonium Acryloyldimethyltaurate/Vp Copolymer,Neopentyl Glycol Diheptanoate,Carthamus Tinctorius Seedcake Extract,Aphanizomenon Flos-Aquae Extract,Inulin Lauryl Carbamate,Xanthan Gum,Biosaccharide Gum-4,Cerium Oxide,Platinum Powder,1,2-Hexanediol,Ethylhexylglycerin,Phenethyl Alcohol,Chlorphenesin]","[Irritating,Rosacea]"
Acnecide,Microbiome Equalizer Moisturiser,General Moisturizer,United Kingdom,"[Water,Glycerin,Squalane,Dicaprylyl Ether,Aluminum Starch Octenylsuccinate,Sodium Acrylates Copolymer,Panthenol,Lactobacillus Ferment,Trifolium Pratense Extract,Tocopheryl Acetate,Isopentyldiol,Caprylyl Glycol,Phenoxyethanol,Lecithin,Maltodextrin,Parfum,Pantolactone,Citric Acid]","[Reduces Irritation,Brightening]"
D'Ran,Oh Beau Intensive Regenerating Cream,General Moisturizer,South Korea,"[Water,Butylene Glycol,Sodium Hyaluronate,Glycerin,Cetearyl Alcohol,Beeswax,Macadamia Integrifolia Seed Oil,Glyceryl Stearate,Simmondsia Chinensis Seed Oil,Argania Spinosa Kernel Oil,Niacinamide,Placental Protein,Snail Secretion Filtrate,Phenoxyethanol,Butyrospermum Parkii Butter,Squalane,Prunus Amygdalus Dulcis Seed Extract,Limnanthes Alba Seed Oil,1,2-Hexanediol,Beta-Glucan,Stearic Acid,Hydrogenated Lecithin,Sorbitan Stearate,Cetyl Alcohol,Cyclopentasiloxane,Myristic Acid,Microcrystalline Wax,Dimethicone,Peg-100 Stearate,Parfum,Saccharomyces/Grape Ferment Extract,Tripeptide-1,Sh-Oligopeptide-1,Arbutin,Aspergillus/Saccharomyces/Barley Seed Ferment Extract,Aspergillus/Rice Ferment Extract,Bacillus,Lactobacillus/Pumpkin Ferment Extract,Lactobacillus/Punica Granatum Fruit Ferment Extract,Lactobacillus/Portulaca Oleracea Ferment Extract,Camellia Sinensis Callus Culture Extract,Triethanolamine,Tocopheryl Acetate,Allantoin,Betaine,Polyacrylamide,Carbomer,Laureth-7,C13-14 Isoparaffin,Adenosine,Disodium EDTA]","[Good For Oily Skin,Redness Reducing,Scar Healing,Acne Fighting,Brightening,May Worsen Oily Skin,Acne Trigger]"
Soroci,Morning Drizzle Calming Cream,General Moisturizer,South Korea,"[Water,Carbomer,Sodium Hyaluronate,Glycerin,Arbutin,Adenosine,Beeswax,Egg Oil,Tocopherol,Helianthus Annuus Seed Oil,Butyrospermum Parkii Butter,Simmondsia Chinensis Seed Oil,Oryza Sativa Germ Oil,Dimethicone/Vinyl Dimethicone Crosspolymer,Sodium Ascorbyl Phosphate,Sorbitan Olivate,Glyceryl Stearate,Cetearyl Alcohol,Vaccinium Angustifolium Fruit Extract,Aronia Melanocarpa Fruit Extract,Lycium Chinense Fruit Extract,Propolis Extract,Glycyrrhiza Glabra Root Extract,Prunus Armeniaca Kernel Extract,Laminaria Japonica Extract,Ulmus Davidiana Root Extract,1,2-Hexanediol,Lavandula Angustifolia Oil]","[Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Scar Healing,Brightening,May Worsen Oily Skin,Acne Trigger,Irritating]"
Laneige,Water Bank Blue Hyaluronic Gel Moisturizer,General Moisturizer,South Korea,"[Rosa Damascena Flower Water,Propanediol,Glycerin,Limnanthes Alba Seed Oil,Behenyl Alcohol,Ceramide AP,1,2-Hexanediol,Carbomer,Tromethamine,Jojoba Esters,Arachidyl Alcohol,Glyceryl Caprylate,Butylene Glycol,Ethylhexylglycerin,Disodium EDTA,Arachidyl Glucoside,Mentha Arvensis Leaf Extract,Parfum,Hydrolyzed Hyaluronic Acid,Malachite Extract,Aureobasidium Pullulans Ferment,Tocopherol,Glucose,Undaria Pinnatifida Extract]","[Redness Reducing,Anti-Aging,Brightening]"
Neogen,Sur.Medic+ Azulene Soothing Cream,General Moisturizer,South Korea,"[Water,Butylene Glycol,Cetyl Ethylhexanoate,1,2-Hexanediol,Polysorbate 60,Glycerin,Caprylic Acid,Coco-Caprylate,Guaiazulene,Centella Asiatica Extract,Asiaticoside,Madecassic Acid,Asiatic Acid,Madecassoside,Polyacrylate-13,Cetyl Alcohol,Stearyl Alcohol,Acrylates Copolymer,Polyisobutene,Glyceryl Stearate,Beeswax,Tromethamine,Palmitic Acid,Stearic Acid,Xanthan Gum,Polysorbate 20,Ethylhexylglycerin,Sorbitan Isostearate,Adenosine,Sodium Hyaluronate,Allantoin,Panthenol,Oenothera Biennis Oil,Ceramide 3,Persea Gratissima Oil,Calamine,Melaleuca Alternifolia Leaf Oil,Simmondsia Chinensis Seed Oil,Cupressus Sempervirens Oil,Butyrospermum Parkii Oil,Betula Platyphylla Japonica Juice,Glycyrrhiza Glabra Root Extract,Propanediol,Camellia Japonica Flower Extract,Aloe Barbadensis Leaf Extract,Calendula Officinalis Extract,Chamomilla Recutita Extract,Mentha Rotundifolia Leaf Extract,Lavandula Angustifolia Flower Extract,Citric Acid,Disodium EDTA]","[Hydrating,Good For Oily Skin,Redness Reducing,Reduces Irritation,Anti-Aging,May Worsen Oily Skin]"
Garnier,Pure Active Matte Control Anti Blemish Face Moisturiser,General Moisturizer,France,"[Water,Dimethicone,Alcohol Denat.,Glycerin,Isostearyl Neopentanoate,Butylene Glycol,Silica Silylate,Ammonium Acryloyldimethyltaurate Crosspolymer,Sodium Polyacryloyldimethyl Taurate,Benzyl Alcohol,Benzyl Salicylate,Biosaccharide Gum-1,Capryloyl Glycine,Capryloyl Salicylic Acid,Caprylyl Glycol,Ci 42090,Ci 60730,Citral,Dimethicone Crosspolymer,Disodium EDTA,Geraniol,Limonene,Linalool,Peg-12 Dimethicone,Phenoxyethanol,Poloxamer 184,Salicylic Acid,Sodium Hydroxide,Sodium Polyacrylate,Parfum]","[Good For Oily Skin,Reduces Large Pores,Acne Fighting,Brightening,Drying,Acne Trigger,Irritating,Eczema]"
